Size,formula,normalized,normalizedSize
15,(((Diamond(r) || Box(⊥)) || (!((u || !(s))) && p)) || t),(((((((Box((r --> ⊥)) --> ⊥) --> ⊥) --> Box(⊥)) --> ⊥) --> (((((u --> ⊥) --> (s --> ⊥)) --> ⊥) --> (p --> ⊥)) --> ⊥)) --> ⊥) --> t),33
15,(Diamond(Box(r)) && ((r <-> ((⊥ --> Diamond(s)) || w)) && !(w))),(((Box((Box(r) --> ⊥)) --> ⊥) --> ((((((r --> (((⊥ --> (Box((s --> ⊥)) --> ⊥)) --> ⊥) --> w)) --> (((((⊥ --> (Box((s --> ⊥)) --> ⊥)) --> ⊥) --> w) --> r) --> ⊥)) --> ⊥) --> ((w --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),53
15,(!((Diamond((Box(v) || x)) || p)) && (x || (w <-> Diamond(w)))),((((((Box((((Box(v) --> ⊥) --> x) --> ⊥)) --> ⊥) --> ⊥) --> p) --> ⊥) --> (((x --> ⊥) --> (((w --> (Box((w --> ⊥)) --> ⊥)) --> (((Box((w --> ⊥)) --> ⊥) --> w) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),47
15,(⊥ && (!((r && (w --> (Diamond(x) || ⊥)))) && (s || r))),((⊥ --> ((((((r --> ((w --> (((Box((x --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> (((s --> ⊥) --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),36
15,(Diamond(!(q)) --> Box((x && (Diamond(x) && (q <-> (y --> r)))))),((Box(((q --> ⊥) --> ⊥)) --> ⊥) --> Box(((x --> ((((Box((x --> ⊥)) --> ⊥) --> ((((q --> (y --> r)) --> (((y --> r) --> q) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))),42
15,!((!(w) --> (!((Diamond(z) --> !(r))) && (x && !(q))))),(((w --> ⊥) --> (((((Box((z --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ⊥) --> (((x --> ((q --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),32
15,(Box((Box((!(r) || Diamond(p))) || Box((x && w)))) && Diamond(v)),((Box(((Box((((r --> ⊥) --> ⊥) --> (Box((p --> ⊥)) --> ⊥))) --> ⊥) --> Box(((x --> (w --> ⊥)) --> ⊥)))) --> ((Box((v --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),36
15,((Box(⊥) && ((Box(u) && Box(t)) && s)) && (p --> !(⊥))),((((Box(⊥) --> (((((Box(u) --> (Box(t) --> ⊥)) --> ⊥) --> (s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((p --> (⊥ --> ⊥)) --> ⊥)) --> ⊥),32
15,(z --> ((Box(Box(p)) && t) --> ((Diamond(y) --> !(x)) && u))),(z --> (((Box(Box(p)) --> (t --> ⊥)) --> ⊥) --> ((((Box((y --> ⊥)) --> ⊥) --> (x --> ⊥)) --> (u --> ⊥)) --> ⊥))),28
15,((!(z) && v) --> (Diamond(s) --> (!((Box(s) && t)) --> s))),((((z --> ⊥) --> (v --> ⊥)) --> ⊥) --> ((Box((s --> ⊥)) --> ⊥) --> ((((Box(s) --> (t --> ⊥)) --> ⊥) --> ⊥) --> s))),29
15,(Diamond(u) && ((!((x --> ⊥)) && w) && Diamond(!((v || s))))),(((Box((u --> ⊥)) --> ⊥) --> (((((((x --> ⊥) --> ⊥) --> (w --> ⊥)) --> ⊥) --> ((Box(((((v --> ⊥) --> s) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),39
15,((t --> Diamond((⊥ || ⊥))) || ((y --> s) || (r && Box(⊥)))),(((t --> (Box((((⊥ --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> (((y --> s) --> ⊥) --> ((r --> (Box(⊥) --> ⊥)) --> ⊥))),29
15,((Box(q) && (z || (z --> (!(y) <-> !(v))))) || !(v)),((((Box(q) --> (((z --> ⊥) --> (z --> ((((y --> ⊥) --> (v --> ⊥)) --> (((v --> ⊥) --> (y --> ⊥)) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥) --> (v --> ⊥)),38
15,(Box((Diamond(v) || Diamond(Diamond(⊥)))) || !((!((v --> s)) || t))),((Box((((Box((v --> ⊥)) --> ⊥) --> ⊥) --> (Box(((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ⊥) --> (((((v --> s) --> ⊥) --> ⊥) --> t) --> ⊥)),35
15,(!(Diamond(Diamond(⊥))) --> (!(s) && ((y || z) --> (x && x)))),(((Box(((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (((s --> ⊥) --> ((((y --> ⊥) --> z) --> ((x --> (x --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),35
15,((((z <-> p) --> Diamond(q)) --> u) && ((Box(y) || ⊥) && v)),(((((((z --> p) --> ((p --> z) --> ⊥)) --> ⊥) --> (Box((q --> ⊥)) --> ⊥)) --> u) --> (((((Box(y) --> ⊥) --> ⊥) --> (v --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),37
15,(p <-> Box(Diamond(((!(t) || (Box(⊥) <-> ⊥)) <-> (s --> v))))),(((p --> Box((Box((((((((t --> ⊥) --> ⊥) --> (((Box(⊥) --> ⊥) --> ((⊥ --> Box(⊥)) --> ⊥)) --> ⊥)) --> (s --> v)) --> (((s --> v) --> (((t --> ⊥) --> ⊥) --> (((Box(⊥) --> ⊥) --> ((⊥ --> Box(⊥)) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ((Box((Box((((((((t --> ⊥) --> ⊥) --> (((Box(⊥) --> ⊥) --> ((⊥ --> Box(⊥)) --> ⊥)) --> ⊥)) --> (s --> v)) --> (((s --> v) --> (((t --> ⊥) --> ⊥) --> (((Box(⊥) --> ⊥) --> ((⊥ --> Box(⊥)) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> p) --> ⊥)) --> ⊥),123
15,(Box(!(t)) && ((Box(r) && (!(t) && y)) && (t && x))),((Box((t --> ⊥)) --> (((((Box(r) --> ((((t --> ⊥) --> (y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (((t --> (x --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),37
15,(Diamond(((⊥ --> (!(r) && (x && u))) <-> z)) && (r && ⊥)),(((Box((((((⊥ --> (((r --> ⊥) --> (((x --> (u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> z) --> ((z --> (⊥ --> (((r --> ⊥) --> (((x --> (u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (((r --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),60
15,((Diamond(((t && Diamond(!(t))) --> t)) && ⊥) && (u --> Box(s))),(((((Box(((((t --> ((Box(((t --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> t) --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ((u --> Box(s)) --> ⊥)) --> ⊥),36
15,!(Diamond(!(Diamond((Box(Box(Box(r))) --> ((Box(⊥) <-> s) && s)))))),((Box((((Box(((Box(Box(Box(r))) --> (((((Box(⊥) --> s) --> ((s --> Box(⊥)) --> ⊥)) --> ⊥) --> (s --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥),38
15,(Box(Diamond(((w && z) --> (t --> Box(z))))) && (!(v) <-> s)),((Box((Box(((((w --> (z --> ⊥)) --> ⊥) --> (t --> Box(z))) --> ⊥)) --> ⊥)) --> (((((v --> ⊥) --> s) --> ((s --> (v --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),38
15,(Diamond(Box((Box(Box(!(z))) && (t && ⊥)))) --> (!(r) || ⊥)),((Box((Box(((Box(Box((z --> ⊥))) --> (((t --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> (((r --> ⊥) --> ⊥) --> ⊥)),31
15,((Box(z) || Box((!(Box(⊥)) <-> !(p)))) --> (z && !(⊥))),(((Box(z) --> ⊥) --> Box(((((Box(⊥) --> ⊥) --> (p --> ⊥)) --> (((p --> ⊥) --> (Box(⊥) --> ⊥)) --> ⊥)) --> ⊥))) --> ((z --> ((⊥ --> ⊥) --> ⊥)) --> ⊥)),37
15,(Diamond((((z || s) && y) && Diamond(u))) || Diamond((⊥ <-> Diamond(x)))),(((Box((((((((z --> ⊥) --> s) --> (y --> ⊥)) --> ⊥) --> ((Box((u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box(((((⊥ --> (Box((x --> ⊥)) --> ⊥)) --> (((Box((x --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),56
15,!(!(Diamond((!((!((y && Box(r))) && !(⊥))) --> !(x))))),(((Box(((((((((y --> (Box(r) --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (x --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥),33
15,Diamond(Diamond((Diamond(z) && Diamond(((⊥ && v) || (!(t) && Diamond(⊥))))))),(Box(((Box(((((Box((z --> ⊥)) --> ⊥) --> ((Box((((((⊥ --> (v --> ⊥)) --> ⊥) --> ⊥) --> (((t --> ⊥) --> ((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),50
15,Box(Diamond((((t <-> !(Diamond(⊥))) || w) || (r --> (y <-> q))))),Box((Box(((((((((t --> ((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ((((Box((⊥ --> ⊥)) --> ⊥) --> ⊥) --> t) --> ⊥)) --> ⊥) --> ⊥) --> w) --> ⊥) --> (r --> (((y --> q) --> ((q --> y) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)),51
15,Diamond((((u --> (p || Diamond(r))) <-> Diamond(s)) <-> Diamond((p || t)))),(Box(((((((((u --> ((p --> ⊥) --> (Box((r --> ⊥)) --> ⊥))) --> (Box((s --> ⊥)) --> ⊥)) --> (((Box((s --> ⊥)) --> ⊥) --> (u --> ((p --> ⊥) --> (Box((r --> ⊥)) --> ⊥)))) --> ⊥)) --> ⊥) --> (Box((((p --> ⊥) --> t) --> ⊥)) --> ⊥)) --> (((Box((((p --> ⊥) --> t) --> ⊥)) --> ⊥) --> ((((u --> ((p --> ⊥) --> (Box((r --> ⊥)) --> ⊥))) --> (Box((s --> ⊥)) --> ⊥)) --> (((Box((s --> ⊥)) --> ⊥) --> (u --> ((p --> ⊥) --> (Box((r --> ⊥)) --> ⊥)))) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),118
15,Diamond((!((⊥ <-> Diamond(r))) && ((t && z) && Diamond((u <-> u))))),(Box((((((((⊥ --> (Box((r --> ⊥)) --> ⊥)) --> (((Box((r --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (((((t --> (z --> ⊥)) --> ⊥) --> ((Box(((((u --> u) --> ((u --> u) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),61
15,Diamond(((!(Diamond(z)) || y) && (Box(⊥) <-> ((r <-> ⊥) || x)))),(Box((((((((Box((z --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> y) --> ((((Box(⊥) --> (((((r --> ⊥) --> ((⊥ --> r) --> ⊥)) --> ⊥) --> ⊥) --> x)) --> (((((((r --> ⊥) --> ((⊥ --> r) --> ⊥)) --> ⊥) --> ⊥) --> x) --> Box(⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),63
15,Diamond((t && Diamond(!(((!(s) && ((p <-> p) || z)) && y))))),(Box((((t --> ((Box((((((((s --> ⊥) --> ((((((p --> p) --> ((p --> p) --> ⊥)) --> ⊥) --> ⊥) --> z) --> ⊥)) --> ⊥) --> (y --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),47
15,Diamond(Box(Diamond(Diamond(((p <-> (Diamond(!(v)) || Diamond(y))) || Box(⊥)))))),(Box((Box((Box(((Box(((((((p --> (((Box(((v --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box((y --> ⊥)) --> ⊥))) --> (((((Box(((v --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box((y --> ⊥)) --> ⊥)) --> p) --> ⊥)) --> ⊥) --> ⊥) --> Box(⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),64
15,!(Box(Box((((q || q) <-> Box(t)) || (Box(x) && Diamond(q)))))),(Box(Box((((((((q --> ⊥) --> q) --> Box(t)) --> ((Box(t) --> ((q --> ⊥) --> q)) --> ⊥)) --> ⊥) --> ⊥) --> ((Box(x) --> ((Box((q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)))) --> ⊥),41
15,Diamond((Box((Box(t) && (Diamond(⊥) --> (Box(!(s)) --> q)))) || u)),(Box((((Box(((Box(t) --> (((Box((⊥ --> ⊥)) --> ⊥) --> (Box((s --> ⊥)) --> q)) --> ⊥)) --> ⊥)) --> ⊥) --> u) --> ⊥)) --> ⊥),30
15,Diamond(((r --> ⊥) --> ((!(⊥) && Box(!(x))) && (v || z)))),(Box((((r --> ⊥) --> (((((⊥ --> ⊥) --> (Box((x --> ⊥)) --> ⊥)) --> ⊥) --> (((v --> ⊥) --> z) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),31
15,!(Box((Box((Box((⊥ || ⊥)) && v)) <-> (!(⊥) --> Box(v))))),(Box((((Box(((Box(((⊥ --> ⊥) --> ⊥)) --> (v --> ⊥)) --> ⊥)) --> ((⊥ --> ⊥) --> Box(v))) --> ((((⊥ --> ⊥) --> Box(v)) --> Box(((Box(((⊥ --> ⊥) --> ⊥)) --> (v --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)) --> ⊥),48
15,Diamond(Box(Box(((⊥ --> (w --> ⊥)) && Diamond(((y <-> p) --> t)))))),(Box((Box(Box((((⊥ --> (w --> ⊥)) --> ((Box((((((y --> p) --> ((p --> y) --> ⊥)) --> ⊥) --> t) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥),35
15,!(Box(((Box(((q && x) && Diamond(w))) && !(t)) && Diamond(u)))),(Box(((((Box(((((q --> (x --> ⊥)) --> ⊥) --> ((Box((w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ((t --> ⊥) --> ⊥)) --> ⊥) --> ((Box((u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),41
15,Diamond((Box(Diamond((p <-> ⊥))) --> ((Box(y) --> !(Box(⊥))) --> ⊥))),(Box(((Box((Box(((((p --> ⊥) --> ((⊥ --> p) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ((Box(y) --> (Box(⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),32
15,Diamond((((⊥ <-> Box(p)) || (Box(⊥) --> Diamond(w))) --> !(!(s)))),(Box((((((((⊥ --> Box(p)) --> ((Box(p) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box(⊥) --> (Box((w --> ⊥)) --> ⊥))) --> ((s --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),36
15,,,-1
15,,,-1
16,((q --> Diamond(r)) <-> ((Box(w) --> ⊥) && (t <-> (Diamond(t) && q)))),((((q --> (Box((r --> ⊥)) --> ⊥)) --> (((Box(w) --> ⊥) --> ((((t --> (((Box((t --> ⊥)) --> ⊥) --> (q --> ⊥)) --> ⊥)) --> (((((Box((t --> ⊥)) --> ⊥) --> (q --> ⊥)) --> ⊥) --> t) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((((Box(w) --> ⊥) --> ((((t --> (((Box((t --> ⊥)) --> ⊥) --> (q --> ⊥)) --> ⊥)) --> (((((Box((t --> ⊥)) --> ⊥) --> (q --> ⊥)) --> ⊥) --> t) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (q --> (Box((r --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥),107
16,(((Box(⊥) <-> (s && (r --> Diamond(⊥)))) --> (x <-> Diamond(t))) && v),((((((Box(⊥) --> ((s --> ((r --> (Box((⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ((((s --> ((r --> (Box((⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> Box(⊥)) --> ⊥)) --> ⊥) --> (((x --> (Box((t --> ⊥)) --> ⊥)) --> (((Box((t --> ⊥)) --> ⊥) --> x) --> ⊥)) --> ⊥)) --> (v --> ⊥)) --> ⊥),67
16,(((s <-> (Box(!(u)) || Diamond((r <-> t)))) <-> u) && Box(Diamond(y))),((((((((s --> ((Box((u --> ⊥)) --> ⊥) --> (Box(((((r --> t) --> ((t --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ((((Box((u --> ⊥)) --> ⊥) --> (Box(((((r --> t) --> ((t --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> s) --> ⊥)) --> ⊥) --> u) --> ((u --> (((s --> ((Box((u --> ⊥)) --> ⊥) --> (Box(((((r --> t) --> ((t --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ((((Box((u --> ⊥)) --> ⊥) --> (Box(((((r --> t) --> ((t --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> s) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> (Box((Box((y --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),131
16,(Diamond(x) && (!((!(Box(r)) <-> !((Diamond(p) <-> t)))) --> Box(z))),(((Box((x --> ⊥)) --> ⊥) --> (((((((Box(r) --> ⊥) --> (((((Box((p --> ⊥)) --> ⊥) --> t) --> ((t --> (Box((p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> (((((((Box((p --> ⊥)) --> ⊥) --> t) --> ((t --> (Box((p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> (Box(r) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> Box(z)) --> ⊥)) --> ⊥),77
16,(Diamond((Box(!((q && z))) && ((y && ⊥) <-> y))) <-> (u <-> v)),((((Box((((Box((((q --> (z --> ⊥)) --> ⊥) --> ⊥)) --> ((((((y --> (⊥ --> ⊥)) --> ⊥) --> y) --> ((y --> ((y --> (⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (((u --> v) --> ((v --> u) --> ⊥)) --> ⊥)) --> (((((u --> v) --> ((v --> u) --> ⊥)) --> ⊥) --> (Box((((Box((((q --> (z --> ⊥)) --> ⊥) --> ⊥)) --> ((((((y --> (⊥ --> ⊥)) --> ⊥) --> y) --> ((y --> ((y --> (⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),115
16,(!(Box((Diamond(u) && Box(!(((v --> q) && Diamond(!(v)))))))) --> s),((Box((((Box((u --> ⊥)) --> ⊥) --> (Box(((((v --> q) --> ((Box(((v --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> s),35
16,(Diamond(t) || ((!(r) || v) <-> !((Diamond((⊥ <-> v)) || !(s))))),(((Box((t --> ⊥)) --> ⊥) --> ⊥) --> ((((((r --> ⊥) --> ⊥) --> v) --> ((((Box(((((⊥ --> v) --> ((v --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (s --> ⊥)) --> ⊥)) --> ((((((Box(((((⊥ --> v) --> ((v --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (s --> ⊥)) --> ⊥) --> (((r --> ⊥) --> ⊥) --> v)) --> ⊥)) --> ⊥)),78
16,Box(Box((!(Box(Diamond(Diamond(Box(p))))) --> (Box(!(!(v))) --> Diamond(t))))),Box(Box(((Box((Box(((Box((Box(p) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> (Box(((v --> ⊥) --> ⊥)) --> (Box((t --> ⊥)) --> ⊥))))),31
16,((y <-> (t && w)) <-> Diamond(Box(Box((u --> !((Diamond(y) && y))))))),((((((y --> ((t --> (w --> ⊥)) --> ⊥)) --> ((((t --> (w --> ⊥)) --> ⊥) --> y) --> ⊥)) --> ⊥) --> (Box((Box(Box((u --> ((((Box((y --> ⊥)) --> ⊥) --> (y --> ⊥)) --> ⊥) --> ⊥)))) --> ⊥)) --> ⊥)) --> (((Box((Box(Box((u --> ((((Box((y --> ⊥)) --> ⊥) --> (y --> ⊥)) --> ⊥) --> ⊥)))) --> ⊥)) --> ⊥) --> (((y --> ((t --> (w --> ⊥)) --> ⊥)) --> ((((t --> (w --> ⊥)) --> ⊥) --> y) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),99
16,((s <-> !(v)) <-> (!(!((Box((u --> x)) --> q))) && Box(z))),((((((s --> (v --> ⊥)) --> (((v --> ⊥) --> s) --> ⊥)) --> ⊥) --> (((((Box((u --> x)) --> q) --> ⊥) --> ⊥) --> (Box(z) --> ⊥)) --> ⊥)) --> (((((((Box((u --> x)) --> q) --> ⊥) --> ⊥) --> (Box(z) --> ⊥)) --> ⊥) --> (((s --> (v --> ⊥)) --> (((v --> ⊥) --> s) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),71
16,(((Box(w) --> Box(Box(Box(!((Box(⊥) <-> r)))))) <-> u) --> !(x)),(((((Box(w) --> Box(Box(Box(((((Box(⊥) --> r) --> ((r --> Box(⊥)) --> ⊥)) --> ⊥) --> ⊥))))) --> u) --> ((u --> (Box(w) --> Box(Box(Box(((((Box(⊥) --> r) --> ((r --> Box(⊥)) --> ⊥)) --> ⊥) --> ⊥)))))) --> ⊥)) --> ⊥) --> (x --> ⊥)),55
16,((z || x) && (((u && Box(v)) <-> ⊥) --> (u --> (r <-> ⊥)))),((((z --> ⊥) --> x) --> (((((((u --> (Box(v) --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ((u --> (Box(v) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> (u --> (((r --> ⊥) --> ((⊥ --> r) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥),49
16,(Diamond(Box(Diamond((!(t) --> v)))) <-> (Box(⊥) || (x <-> (x <-> t)))),((((Box((Box((Box((((t --> ⊥) --> v) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ((Box(⊥) --> ⊥) --> (((x --> (((x --> t) --> ((t --> x) --> ⊥)) --> ⊥)) --> (((((x --> t) --> ((t --> x) --> ⊥)) --> ⊥) --> x) --> ⊥)) --> ⊥))) --> ((((Box(⊥) --> ⊥) --> (((x --> (((x --> t) --> ((t --> x) --> ⊥)) --> ⊥)) --> (((((x --> t) --> ((t --> x) --> ⊥)) --> ⊥) --> x) --> ⊥)) --> ⊥)) --> (Box((Box((Box((((t --> ⊥) --> v) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),111
16,((!(u) <-> (Diamond(Box(⊥)) && Box(⊥))) --> ((!(x) || s) || w)),(((((u --> ⊥) --> (((Box((Box(⊥) --> ⊥)) --> ⊥) --> (Box(⊥) --> ⊥)) --> ⊥)) --> (((((Box((Box(⊥) --> ⊥)) --> ⊥) --> (Box(⊥) --> ⊥)) --> ⊥) --> (u --> ⊥)) --> ⊥)) --> ⊥) --> (((((x --> ⊥) --> ⊥) --> s) --> ⊥) --> w)),53
16,(!(((p --> (⊥ --> (Diamond(r) && y))) <-> (x && !(w)))) --> s),((((((p --> (⊥ --> (((Box((r --> ⊥)) --> ⊥) --> (y --> ⊥)) --> ⊥))) --> ((x --> ((w --> ⊥) --> ⊥)) --> ⊥)) --> ((((x --> ((w --> ⊥) --> ⊥)) --> ⊥) --> (p --> (⊥ --> (((Box((r --> ⊥)) --> ⊥) --> (y --> ⊥)) --> ⊥)))) --> ⊥)) --> ⊥) --> ⊥) --> s),61
16,(Box((q || u)) <-> ((Box(Box((y --> u))) && ⊥) || (q && z))),(((Box(((q --> ⊥) --> u)) --> ((((Box(Box((y --> u))) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ((q --> (z --> ⊥)) --> ⊥))) --> ((((((Box(Box((y --> u))) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ((q --> (z --> ⊥)) --> ⊥)) --> Box(((q --> ⊥) --> u))) --> ⊥)) --> ⊥),61
16,((z <-> (Diamond(x) || ⊥)) || !(Diamond(Diamond(Box((x --> (r && ⊥))))))),(((((z --> (((Box((x --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> (((((Box((x --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> z) --> ⊥)) --> ⊥) --> ⊥) --> ((Box(((Box((Box((x --> ((r --> (⊥ --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)),54
16,(Box(p) || ((u && v) || ((Box(!(y)) <-> ⊥) || (r && z)))),((Box(p) --> ⊥) --> ((((u --> (v --> ⊥)) --> ⊥) --> ⊥) --> (((((Box((y --> ⊥)) --> ⊥) --> ((⊥ --> Box((y --> ⊥))) --> ⊥)) --> ⊥) --> ⊥) --> ((r --> (z --> ⊥)) --> ⊥)))),42
16,(w || ((q && p) <-> Box(Box((Box((z --> u)) || (x && p)))))),((w --> ⊥) --> (((((q --> (p --> ⊥)) --> ⊥) --> Box(Box(((Box((z --> u)) --> ⊥) --> ((x --> (p --> ⊥)) --> ⊥))))) --> ((Box(Box(((Box((z --> u)) --> ⊥) --> ((x --> (p --> ⊥)) --> ⊥)))) --> ((q --> (p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),57
16,(Diamond(!(!(((⊥ --> (u --> v)) || Diamond(Diamond(Diamond(w))))))) --> Diamond(y)),((Box(((((((⊥ --> (u --> v)) --> ⊥) --> (Box(((Box(((Box((w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> (Box((y --> ⊥)) --> ⊥)),40
16,((s && q) --> ((Diamond(Box((q --> Diamond(!(x))))) <-> Diamond(s)) --> u)),(((s --> (q --> ⊥)) --> ⊥) --> (((((Box((Box((q --> (Box(((x --> ⊥) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> (Box((s --> ⊥)) --> ⊥)) --> (((Box((s --> ⊥)) --> ⊥) --> (Box((Box((q --> (Box(((x --> ⊥) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> u)),61
